src_idx,tgt_idx,weight
14,40,2674.8765100000005
74,28,193.52627
20,40,10699.403499999995
74,47,1348.15933
59,66,5797.081710000002
66,59,3262.647439999998
50,12,3043.3942399999996
47,30,4502.406449999999
71,74,1103.31934
40,66,1230.5000899999993
12,50,4328.76689
50,71,47.8853
63,29,729.89317
28,6,6156.389440000001
74,50,2242.9906300000016
66,66,132961.44419799995
70,63,418.55939
40,14,924.9711000000001
25,20,178.9595
20,66,2046.4313099999995
66,14,181.6302
29,63,1773.2293
6,6,196191.68416999924
14,66,634.6995700000001
6,28,1699.3031200000007
12,6,885.3424299999999
53,66,3929.7509999999993
1,4,86.6493
6,14,3183.953689999999
66,53,1666.9814599999997
73,6,663.59626
4,12,898.4553999999999
70,74,300.77496
14,6,2140.5886899999987
66,20,278.83219
71,66,693.7798299999998
63,70,238.32304000000002
48,26,5500.133600000002
47,8,21.5392
25,14,116.5402
20,12,3153.9563500000004
74,6,1763.5407300000004
26,48,2882.5642000000025
66,71,1107.0543400000006
72,6,3314.540149999999
20,6,4358.579130000001
26,16,319.41293
6,12,746.3693000000001
72,66,362.67521
66,72,126.38892999999999
6,20,4364.857510000001
25,66,115.66767999999999
12,4,367.91344999999995
70,6,112.7778
6,73,193.89229999999998
6,72,1832.1837000000007
38,36,4346.755950000001
36,38,3642.012000000001
38,38,23467.808080000017
66,25,109.70831
66,40,282.74353
73,74,1861.5666899999999
6,74,2085.9075199999993
37,38,3965.19847
70,7,28.4542
6,66,1336.4117999999996
38,37,3383.252180000002
34,71,8720.024370000005
71,34,7433.142320000001
71,26,2987.9751699999993
6,7,6771.225530000001
25,6,23.2508
73,24,871.96488
7,7,150217.0764199991
26,61,25.5002
14,7,3679.196640000001
16,34,222.01444
7,6,3987.60978
48,63,710.0126
63,72,5659.100439999997
12,7,2216.1583599999994
73,7,188.79488999999998
7,12,719.5590199999999
66,6,422.73948000000007
72,63,6771.665790000005
26,58,10560.546679999998
24,73,302.74821000000003
74,70,14.802
73,66,54.165099999999995
73,26,1295.7899800000005
7,14,2430.420739999999
73,34,1282.83265
66,73,68.5103
58,58,77692.11869999988
73,45,1175.52859
34,73,1756.6113199999995
72,45,1778.468629999999
4,53,1199.10328
7,72,152.0559
45,73,243.62649
63,48,638.4485800000001
45,45,122199.2033999998
38,72,3163.2406599999986
6,45,567.3979799999998
45,66,328.95273
8,58,464.34680000000003
72,7,198.06389
45,72,397.3711099999999
14,45,912.4208100000001
72,38,3119.7232199999985
58,26,6373.614659999999
25,45,2603.719779999999
74,14,1080.8123
16,58,221.5457
14,74,789.5948100000002
24,38,1012.11069
66,45,944.2267300000001
71,45,3666.999320000001
38,24,642.9737599999999
4,71,1317.389699999999
73,42,244.76149999999998
34,16,101.8319
34,30,4354.3083
58,34,2449.3012000000012
7,45,4400.900270000002
12,26,2079.3844599999993
58,8,139.224
7,74,2197.9401000000003
74,73,2541.120549999999
45,59,599.42206
45,7,1644.8157400000007
30,34,4499.492260000001
26,57,15472.216850000004
59,45,373.45960999999994
63,20,437.1331
26,73,1491.1121599999997
45,6,116.76129999999999
42,73,45.5737
57,26,14377.65391999999
48,57,2168.63043
74,45,2504.55276
34,8,27.4033
74,7,5902.777
45,71,2126.071
45,74,2689.90239
45,25,1020.8549500000001
53,4,793.75202
70,58,2447.0619399999996
34,58,3613.1995000000015
57,48,403.50104999999996
48,30,1235.5974499999998
50,26,1688.6102500000004
9,72,34.850899999999996
58,70,2701.824349999999
30,48,117.81902
45,14,450.53600000000006
12,45,99.0262
49,26,1601.649589999999
